run,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note,label_a,reason_a,label_b,reason_b,model_label
q8-q9e-live-dev-20260922-162350,li-key-press,dual,7,s2,Press the letter A key on the page and report the message the page shows.,https://the-internet.herokuapp.com/key_presses,5,done,1.0,,,,0.83,0.14,0.74,0.04,done without an answer on an answer task; not verified,[],done,,https://the-internet.herokuapp.com/key_presses,,,accept,0.92,0.13,True,unknown,,,right,A has been entered in target; reporting the message remains.,right,"Textbox holds A, so the key was pressed; reporting the message is plausible.",right
q8-q9e-live-dev-20260922-162350,li-login-success,dual,1,s1,Sign in with username tomsmith and the password provided.,https://the-internet.herokuapp.com/login,7,type,0.98,Username,0.99,Username (0.99); Password (0.01),0.02,0.04,0.14,0.11,"act: operation 0.98, target 0.99","[{""name"": ""input"", ""params"": {""index"": 6, ""text"": ""tomsmith"", ""clear"": true}}]",input,Username,https://the-internet.herokuapp.com/login,,act,,,,True,right,,,right,Sign-in page; types the task username into Username.,right,Sign-in page; typing the named username into Username is the first step.,right
q8-q9e-live-dev-20260922-162350,li-login-success,dual,2,s1,Sign in with username tomsmith and the password provided.,https://the-internet.herokuapp.com/login,7,type,0.94,Password,1.0,Password (1.00); Username (0.00),0.03,0.07,0.14,0.09,"act: operation 0.94, target 1.0","[{""name"": ""input"", ""params"": {""index"": 7, ""text"": ""<secret>heroku_password</secret>"", ""clear"": true}}]",input,Password,https://the-internet.herokuapp.com/login,,act,,,,True,right,,,right,Username filled; types the provided password into Password.,right,Username filled; entering the provided password is next.,right
q8-q9e-live-dev-20260922-162350,li-login-success,dual,3,s1,Sign in with username tomsmith and the password provided.,https://the-internet.herokuapp.com/login,7,click,0.56, Login,0.84, Login (0.86); Password (0.14); Elemental Selenium (0.00); Fork me on GitHub (0.00); Fork me on GitHub (0.00),0.04,0.15,0.12,0.15,"act: operation 0.56, target 0.84","[{""name"": ""click"", ""params"": {""index"": 8}}]",click, Login,https://the-internet.herokuapp.com/login,,verification accept,,,,True,right,,,right,"Username filled, password value not exposed by menu; Login is the natural next step.",right,Username filled and password entered; Login submits the sign-in.,right
q8-q9e-live-dev-20260922-162350,li-login-success,dual,4,s1,Sign in with username tomsmith and the password provided.,https://the-internet.herokuapp.com/login,6,done,0.98,,,,0.47,0.06,0.27,0.11,"verification accept: complete p=0.91, max unmet p=0.12","[{""name"": ""done"", ""params"": {""text"": ""Task complete."", ""success"": true}}]",done,,https://the-internet.herokuapp.com/secure,,,accept,0.91,0.12,True,right,,,right,Secure area with Logout shown; sign-in complete.,right,"Menu shows Logout and secure area, so sign-in succeeded.",right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,delegate,3,s1,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,type,0.94,Username,0.82,Username (0.91); Password (0.09),0.05,0.82,0.19,0.16,"act: operation 0.94, target 0.82","[{""name"": ""input"", ""params"": {""index"": 6, ""text"": ""tomsmith"", ""clear"": true}}]",input,Username,https://the-internet.herokuapp.com/login,,act,,,,True,right,,,right,Sign-in page; types the task username into Username.,right,Sign-in page; typing the named username into Username is the first step.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,delegate,4,s1,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,type,0.94,Password,0.99,Password (1.00); Username (0.00),0.04,0.67,0.13,0.14,"act: operation 0.94, target 0.99","[{""name"": ""input"", ""params"": {""index"": 7, ""text"": ""tomsmith"", ""clear"": true}}]",input,Password,https://the-internet.herokuapp.com/login,,act,,,,True,right,,,wrong,Types the username literal into Password instead of the provided password.,wrong,Types the username 'tomsmith' into Password instead of the provided password.,wrong
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,delegate,5,s1,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,type,0.63,Password,0.94,Password (0.97); Username (0.03),0.04,0.45,0.14,0.19,"act: operation 0.63, target 0.94","[{""name"": ""input"", ""params"": {""index"": 7, ""text"": ""tomsmith"", ""clear"": true}}]",input,Password,https://the-internet.herokuapp.com/login,,stuck,,,,True,wrong,,,wrong,Types the username literal into Password instead of the provided password.,wrong,Types the username 'tomsmith' into Password instead of the provided password.,wrong
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,delegate,6,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,type,0.61,Password,0.89,Password (0.95); Username (0.05),0.05,0.89,0.16,0.19,stuck: stuck 0.89 >= 0.85 at step 6,[],click, Login,https://the-internet.herokuapp.com/login,,idle,,,,True,unknown,,,right,Username filled; Password is the next credential field.,right,Username filled; the password field is the correct next target.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,1,s1,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,type,0.96,Username,0.93,Username (0.97); Password (0.03),0.03,0.05,0.22,0.11,"act: operation 0.96, target 0.93","[{""name"": ""input"", ""params"": {""index"": 6, ""text"": ""tomsmith"", ""clear"": true}}]",input,Username,https://the-internet.herokuapp.com/login,,act,,,,True,right,,,right,Sign-in page; types the task username into Username.,right,Sign-in page; typing the named username into Username is the first step.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,2,s1,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,type,0.96,Password,1.0,Password (1.00); Username (0.00),0.03,0.08,0.14,0.1,"act: operation 0.96, target 1.0","[{""name"": ""input"", ""params"": {""index"": 7, ""text"": ""<secret>heroku_password</secret>"", ""clear"": true}}]",input,Password,https://the-internet.herokuapp.com/login,,operation_confidence,,,,True,right,,,right,Username filled; types the provided password into Password.,right,Username filled; entering the provided password is next.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,3,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,7,click,0.54, Login,0.74, Login (0.78); Password (0.22); Elemental Selenium (0.00); Fork me on GitHub (0.00); Fork me on GitHub (0.00),0.03,0.21,0.15,0.15,operation_confidence: operation confidence 0.54 < 0.55,[],click, Login,https://the-internet.herokuapp.com/login,,act,,,,True,unknown,,,right,"Username filled, password value not exposed by menu; Login is the natural next step.",right,Username filled and password entered; Login submits the sign-in.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,4,s1,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,8,click,0.96, Login,0.99, Login (0.99); Password (0.01); Elemental Selenium (0.00); hr (0.00); Fork me on GitHub (0.00),0.08,0.15,0.13,0.22,"act: operation 0.96, target 0.99","[{""name"": ""click"", ""params"": {""index"": 235}}]",click, Login,https://the-internet.herokuapp.com/login,,done without an answer on an answer task; not verified,,,,True,right,,,wrong,"Fields empty and a flash message (close x) is shown; report it, do not resubmit.",wrong,"Form is empty and a flash close (x) shows a message is displayed; next is reporting it, not Login.",wrong
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,5,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,8,done,0.5,,,,0.61,0.12,0.83,0.1,done without an answer on an answer task; not verified,[],"input,input,click",Username,https://the-internet.herokuapp.com/login,,operation_confidence,,,,True,unknown,,,right,Flash message present after the attempt; reporting it completes the task.,right,Flash close (x) shows the message is displayed; reporting it completes the task.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,6,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,8,click,0.22, Login,0.56, Login (0.62); × (0.20); Username (0.17); Password (0.01); Elemental Selenium (0.00),0.28,0.23,0.42,0.17,operation_confidence: operation confidence 0.22 < 0.55,[],"input,input,click",Username,https://the-internet.herokuapp.com/login,,done without an answer on an answer task; not verified,,,,True,unknown,,,wrong,Fields empty and a flash message is shown; clicking Login again does not advance.,wrong,Username and Password empty; clicking Login submits nothing; message already shown.,wrong
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,7,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,8,done,0.59,,,,0.43,0.77,0.44,0.2,done without an answer on an answer task; not verified,[],"input,input,click",Username,https://the-internet.herokuapp.com/login,,done without an answer on an answer task; not verified,,,,True,unknown,,,right,Flash message present after the attempt; reporting it completes the task.,right,Flash close (x) shows the message is displayed; reporting it completes the task.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,8,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,8,done,0.9,,,,0.6,0.88,0.72,0.15,done without an answer on an answer task; not verified,[],wait,,https://the-internet.herokuapp.com/login,,done without an answer on an answer task; not verified,verify,0.79,0.47,True,unknown,,,right,Flash message present after the attempt; reporting it completes the task.,right,Flash close (x) shows the message is displayed; reporting it completes the task.,right
q8-q9e-live-dev-20260922-162350,li-login-wrong-password,dual,9,s2,"Try to sign in with username tomsmith and the password provided, then report the message shown.",https://the-internet.herokuapp.com/login,8,done,0.97,,,,0.61,0.85,0.88,0.1,done without an answer on an answer task; not verified,[],wait,,https://the-internet.herokuapp.com/login,,s2_control,verify,0.78,0.43,True,unknown,,,right,Flash message present after the attempt; reporting it completes the task.,right,Flash close (x) shows the message is displayed; reporting it completes the task.,right
q8-q9e-live-dev-20260922-162350,li-new-window,dual,1,s1,"Click the ""Click Here"" link, which opens a new tab, then switch to that new tab and stop there.",https://the-internet.herokuapp.com/windows,5,click,0.99,Click Here,1.0,Click Here (1.00); Elemental Selenium (0.00); hr (0.00); Fork me on GitHub (0.00); Fork me on GitHub (0.00),0.03,0.05,0.08,0.02,"act: operation 0.99, target 1.0","[{""name"": ""click"", ""params"": {""index"": 65}}]",click,Click Here,https://the-internet.herokuapp.com/windows,,verification reject,,,,True,right,,,right,Clicks the Click Here link the task names.,right,Click Here is the link the task names.,right
q8-q9e-live-dev-20260922-162350,li-new-window,dual,2,s2,"Click the ""Click Here"" link, which opens a new tab, then switch to that new tab and stop there.",https://the-internet.herokuapp.com/windows,0,done,0.99,,,,0.5,0.05,0.12,0.03,verification reject: Switched to the new tab unmet with p=0.93,[],wait,,https://the-internet.herokuapp.com/windows/new,,verification verify,reject,0.12,0.93,True,unknown,,,unclear,Empty menu on the original tab; no control shows how to switch tabs.,unclear,Still on /windows; switching to the new tab is not offered by the empty menu.,unclear
q8-q9e-live-dev-20260922-162350,li-new-window,dual,3,s2,"Click the ""Click Here"" link, which opens a new tab, then switch to that new tab and stop there.",https://the-internet.herokuapp.com/windows/new,0,done,1.0,,,,0.62,0.04,0.13,0.03,"verification verify: uncertain: complete p=0.84, max unmet p=0.33",[],done,,https://the-internet.herokuapp.com/windows/new,,,verify,0.84,0.33,True,unknown,,,right,On the new-window page the task asked to stop at.,right,"On /windows/new, the new tab; task says stop there.",right
